434;326;10;101
434;327;10;101
435;326;10;101
435;327;10;101
436;326;10;101
436;327;10;101
437;326;10;101
437;327;10;101
438;326;10;101
438;327;10;101
439;326;10;101
439;327;10;101
440;326;10;101
440;327;10;101
441;326;10;101
441;327;10;101
442;326;10;101
442;327;10;101
443;326;10;101
443;327;10;101
444;326;10;101
444;327;10;101
445;326;10;101
445;327;10;101
446;326;10;101
446;327;10;101
447;326;10;101
447;327;10;101
434;328;10;101
434;329;10;101
434;330;10;101
434;331;10;101
435;328;10;101
435;329;10;101
435;330;10;101
435;331;10;101
436;328;8;101
436;329;8;101
436;330;8;101
436;331;8;101
437;328;8;101
437;329;8;101
437;330;8;101
437;331;8;101
438;328;8;101
438;329;8;101
438;330;8;101
438;331;8;101
439;328;8;101
439;329;8;101
439;330;8;101
439;331;8;101
436;328;10;101
436;329;10;101
436;330;10;101
436;331;10;101
437;328;10;101
437;329;10;101
437;330;10;101
437;331;10;101
438;328;10;101
438;329;10;101
438;330;10;101
438;331;10;101
439;328;10;101
439;329;10;101
439;330;10;101
439;331;10;101
440;328;8;101
440;329;8;101
440;330;8;101
440;331;8;101
441;328;8;101
441;329;8;101
441;330;8;101
441;331;8;101
442;328;8;101
442;329;8;101
442;330;8;101
442;331;8;101
443;328;8;101
443;329;8;101
443;330;8;101
443;331;8;101
440;328;10;101
440;329;10;101
440;330;10;101
440;331;10;101
441;328;10;101
441;329;10;101
441;330;10;101
441;331;10;101
442;328;10;101
442;329;10;101
442;330;10;101
442;331;10;101
443;328;10;101
443;329;10;101
443;330;10;101
443;331;10;101
444;328;8;101
444;329;8;101
444;330;8;101
444;331;8;101
445;328;8;101
445;329;8;101
445;330;8;101
445;331;8;101
446;328;8;101
446;329;8;101
446;330;8;101
446;331;8;101
447;328;8;101
447;329;8;101
447;330;8;101
447;331;8;101
444;328;10;101
444;329;10;101
444;330;10;101
444;331;10;101
445;328;10;101
445;329;10;101
445;330;10;101
445;331;10;101
446;328;10;101
446;329;10;101
446;330;10;101
446;331;10;101
447;328;10;101
447;329;10;101
447;330;10;101
447;331;10;101
434;332;10;101
434;333;10;101
434;334;10;101
434;335;10;101
435;332;10;101
435;333;10;101
435;334;10;101
435;335;10;101
436;332;8;101
436;333;8;101
436;334;8;101
436;335;8;101
437;332;8;101
437;333;8;101
437;334;8;101
437;335;8;101
438;332;8;101
438;333;8;101
438;334;8;101
438;335;8;101
439;332;8;101
439;333;8;101
439;334;8;101
439;335;8;101
436;332;10;101
436;333;10;101
436;334;10;101
436;335;10;101
437;332;10;101
437;333;10;101
437;334;10;101
437;335;10;101
438;332;10;101
438;333;10;101
438;334;10;101
438;335;10;101
439;332;10;101
439;333;10;101
439;334;10;101
439;335;10;101
440;332;8;101
440;333;8;101
440;334;8;101
440;335;8;101
441;332;8;101
441;333;8;101
441;334;8;101
441;335;8;101
442;332;8;101
442;333;8;101
442;334;8;101
442;335;8;101
443;332;8;101
443;333;8;101
443;334;8;101
443;335;8;101
440;332;10;101
440;333;10;101
440;334;10;101
440;335;10;101
441;332;10;101
441;333;10;101
441;334;10;101
441;335;10;101
442;332;10;101
442;333;10;101
442;334;10;101
442;335;10;101
443;332;10;101
443;333;10;101
443;334;10;101
443;335;10;101
444;332;8;101
444;333;8;101
444;334;8;101
444;335;8;101
445;332;8;101
445;333;8;101
445;334;8;101
445;335;8;101
446;332;8;101
446;333;8;101
446;334;8;101
446;335;8;101
447;332;8;101
447;333;8;101
447;334;8;101
447;335;8;101
444;332;10;101
444;333;10;101
444;334;10;101
444;335;10;101
445;332;10;101
445;333;10;101
445;334;10;101
445;335;10;101
446;332;10;101
446;333;10;101
446;334;10;101
446;335;10;101
447;332;10;101
447;333;10;101
447;334;10;101
447;335;10;101
425;344;8;101
425;345;8;101
425;346;8;101
425;347;8;101
426;344;8;101
426;345;8;101
426;346;8;101
426;347;8;101
427;344;8;101
427;345;8;101
427;346;8;101
427;347;8;101
428;344;8;101
428;345;8;101
428;346;8;101
428;347;8;101
429;344;8;101
429;345;8;101
429;346;8;101
429;347;8;101
430;344;8;101
430;345;8;101
430;346;8;101
430;347;8;101
431;344;8;101
431;345;8;101
431;346;8;101
431;347;8;101
425;348;8;101
425;349;8;101
425;350;8;101
425;351;8;101
426;348;8;101
426;349;8;101
426;350;8;101
426;351;8;101
427;348;8;101
427;349;8;101
427;350;8;101
427;351;8;101
428;348;8;101
428;349;8;101
428;350;8;101
428;351;8;101
429;348;8;101
429;349;8;101
429;350;8;101
429;351;8;101
430;348;8;101
430;349;8;101
430;350;8;101
430;351;8;101
431;348;8;101
431;349;8;101
431;350;8;101
431;351;8;101
434;336;10;101
434;337;10;101
434;338;10;101
434;339;10;101
435;336;10;101
435;337;10;101
435;338;10;101
435;339;10;101
436;336;8;101
436;337;8;101
436;338;8;101
436;339;8;101
437;336;8;101
437;337;8;101
437;338;8;101
437;339;8;101
438;336;8;101
438;337;8;101
438;338;8;101
438;339;8;101
439;336;8;101
439;337;8;101
439;338;8;101
439;339;8;101
436;336;10;101
436;337;10;101
436;338;10;101
436;339;10;101
437;336;10;101
437;337;10;101
437;338;10;101
437;339;10;101
438;336;10;101
438;337;10;101
438;338;10;101
438;339;10;101
439;336;10;101
439;337;10;101
439;338;10;101
439;339;10;101
440;336;8;101
440;337;8;101
440;338;8;101
440;339;8;101
441;336;8;101
441;337;8;101
441;338;8;101
441;339;8;101
442;336;8;101
442;337;8;101
442;338;8;101
442;339;8;101
443;336;8;101
443;337;8;101
443;338;8;101
443;339;8;101
440;336;10;101
440;337;10;101
440;338;10;101
440;339;10;101
441;336;10;101
441;337;10;101
441;338;10;101
441;339;10;101
442;336;10;101
442;337;10;101
442;338;10;101
442;339;10;101
443;336;10;101
443;337;10;101
443;338;10;101
443;339;10;101
444;336;8;101
444;337;8;101
444;338;8;101
444;339;8;101
445;336;8;101
445;337;8;101
445;338;8;101
445;339;8;101
446;336;8;101
446;337;8;101
446;338;8;101
446;339;8;101
447;336;8;101
447;337;8;101
447;338;8;101
447;339;8;101
444;336;10;101
444;337;10;101
444;338;10;101
444;339;10;101
445;336;10;101
445;337;10;101
445;338;10;101
445;339;10;101
446;336;10;101
446;337;10;101
446;338;10;101
446;339;10;101
447;336;10;101
447;337;10;101
447;338;10;101
447;339;10;101
434;340;10;101
434;341;10;101
434;342;10;101
434;343;10;101
