100;136
100;137
100;138
100;139
100;140
100;141
100;142
100;143
100;144
100;145
100;146
100;147
100;148
100;149
100;150
100;151
101;529
102;43
103;536
103;537
103;538
103;539
103;540
103;541
103;542
103;543
103;544
103;545
103;546
103;547
104;9879
104;9880
104;9881
104;9882
104;9883
104;9884
104;9885
104;9886
104;9887
104;9888
104;9889
104;9890
104;9891
104;9892
104;9893
104;9894
105;9895
106;10355
106;10356
106;10357
106;10358
106;10359
106;10360
106;10361
106;10362
106;10363
106;10364
106;10365
106;10366
107;90
107;91
107;92
107;93
107;94
107;95
107;96
107;97
107;98
107;99
107;100
107;101
107;102
107;103
107;104
107;105
108;193
108;194
108;195
108;196
109;10367
109;10368
109;10369
109;10370
110;85
110;3298
110;10226
111;3506
111;3507
111;10226
112;3508
112;3509
112;10226
113;3680
113;3681
113;10226
114;3682
114;10226
115;3683
115;10226
116;3684
116;10226
117;3685
117;10226
118;3686
118;10226
119;3687
119;10226
120;3688
120;10226
121;3689
121;10226
122;85
122;3298
122;9879
122;9880
122;9881
122;9882
122;9883
122;9884
122;9885
122;9886
122;9887
122;9888
122;9889
122;9890
122;9891
122;9892
122;9893
122;9894
123;3506
123;3507
123;9879
123;9880
123;9881
123;9882
123;9883
123;9884
123;9885
123;9886
123;9887
123;9888
123;9889
123;9890
123;9891
123;9892
123;9893
123;9894
124;3508
124;3509
124;9879
124;9880
124;9881
124;9882
124;9883
124;9884
124;9885
124;9886
124;9887
124;9888
124;9889
124;9890
124;9891
124;9892
124;9893
124;9894
125;3680
125;3681
125;9879
125;9880
125;9881
125;9882
125;9883
125;9884
125;9885
125;9886
125;9887
125;9888
125;9889
125;9890
125;9891
125;9892
125;9893
125;9894
126;3682
126;9879
126;9880
126;9881
126;9882
126;9883
126;9884
126;9885
126;9886
126;9887
126;9888
126;9889
126;9890
126;9891
126;9892
126;9893
126;9894
127;3683
127;9879
127;9880
127;9881
127;9882
127;9883
127;9884
127;9885
127;9886
127;9887
127;9888
127;9889
127;9890
127;9891
127;9892
127;9893
127;9894
128;3684
128;9879
128;9880
128;9881
128;9882
128;9883
128;9884
128;9885
128;9886
128;9887
128;9888
128;9889
128;9890
128;9891
128;9892
128;9893
128;9894
129;3685
129;9879
129;9880
129;9881
129;9882
129;9883
129;9884
129;9885
129;9886
129;9887
129;9888
129;9889
129;9890
129;9891
129;9892
129;9893
129;9894
130;3686
130;9879
130;9880
130;9881
130;9882
130;9883
130;9884
130;9885
130;9886
130;9887
130;9888
130;9889
130;9890
130;9891
130;9892
130;9893
130;9894
131;3687
131;9879
131;9880
131;9881
131;9882
131;9883
131;9884
131;9885
131;9886
131;9887
131;9888
131;9889
131;9890
131;9891
131;9892
131;9893
131;9894
132;3688
132;9879
132;9880
132;9881
132;9882
132;9883
132;9884
132;9885
132;9886
132;9887
132;9888
132;9889
132;9890
132;9891
132;9892
132;9893
132;9894
133;3689
133;9879
133;9880
133;9881
133;9882
133;9883
133;9884
133;9885
133;9886
133;9887
133;9888
133;9889
133;9890
133;9891
133;9892
133;9893
133;9894
134;536
134;537
134;9896
134;9897
135;538
135;539
135;9900
135;9901
136;540
136;541
136;9902
136;9903
137;542
137;543
137;9898
137;9899
138;544
138;9908
139;545
139;9909
140;546
140;9911
141;547
141;9910
142;536
142;9904
143;536
143;9905
144;546
144;9907
145;48
145;547
146;36
146;612
147;36
147;613
148;36
148;614
149;36
149;615
150;36
150;616
151;36
151;617
152;36
152;618
153;36
153;619
154;36
154;620
155;36
155;621
156;36
156;622
157;36
157;623
158;36
158;632
159;36
159;633
160;36
160;634
161;36
161;635
162;36
162;636
163;36
163;637
164;36
164;638
165;36
165;639
166;36
166;640
167;36
167;641
168;36
168;642
169;36
169;643
170;303
170;552
170;553
170;1085
170;1214
170;1216
170;1345
170;1346
170;1347
170;1566
170;1577
170;1606
170;1865
170;1923
170;2046
170;2139
170;2140
170;2329
171;302
171;303
171;304
171;305
171;552
171;553
171;554
171;1085
171;1086
171;1201
171;1214
171;1216
171;1218
171;1342
171;1345
171;1346
171;1347
171;1565
171;1566
171;1567
171;1577
171;1606
171;1883
171;1923
171;2046
171;2119
171;2139
171;2140
171;2159
171;2188
171;2233
171;2330
172;302
172;303
172;304
172;305
172;552
172;553
172;554
172;1085
172;1086
172;1201
172;1214
172;1216
172;1218
172;1342
172;1345
172;1346
172;1347
172;1565
172;1566
172;1567
172;1577
172;1606
172;1865
172;1883
172;1923
172;2046
172;2119
172;2139
172;2140
172;2159
172;2188
172;2233
172;2331
173;302
173;303
173;304
173;305
173;553
173;554
173;1085
173;1086
173;1201
173;1214
173;1216
173;1218
173;1342
173;1345
173;1346
173;1347
173;1565
173;1566
173;1567
173;1577
173;1606
173;1865
173;1883
173;1923
173;2046
173;2119
173;2139
173;2140
173;2188
173;2332
174;302
174;303
174;304
174;305
174;552
174;553
174;554
174;1085
174;1086
174;1201
174;1214
174;1216
174;1218
174;1342
174;1345
174;1346
174;1347
174;1565
174;1566
174;1567
174;1577
174;1606
174;1865
174;1883
174;1923
174;2046
174;2119
174;2140
174;2159
174;2188
174;2233
174;2362
175;302
175;303
175;304
175;305
175;552
175;553
175;554
175;1085
175;1086
175;1201
175;1214
175;1216
175;1218
175;1342
175;1345
175;1346
175;1347
175;1565
175;1566
175;1567
175;1577
175;1606
175;1865
175;1883
175;1923
175;2046
175;2119
175;2139
175;2140
175;2159
175;2188
175;2233
175;2635
176;302
176;303
176;304
176;305
176;552
176;553
176;554
176;1085
176;1086
176;1201
176;1214
176;1216
176;1218
176;1342
176;1345
176;1346
176;1347
176;1565
176;1566
176;1567
176;1577
176;1606
176;1865
176;1883
176;1923
176;2046
176;2119
176;2139
176;2140
176;2159
176;2188
176;2233
176;2636
177;302
177;303
177;304
177;305
177;552
177;553
177;554
177;1085
177;1086
177;1201
177;1214
177;1216
177;1218
177;1342
177;1345
177;1346
177;1347
177;1565
177;1566
177;1567
177;1577
177;1606
177;1883
177;1923
177;2046
177;2139
177;2140
177;2159
177;2188
177;2233
177;2637
178;302
178;303
178;304
178;305
178;552
178;553
178;554
178;1085
178;1086
178;1201
178;1214
178;1216
178;1218
178;1342
178;1345
178;1346
178;1347
178;1565
178;1566
178;1567
178;1577
178;1606
178;1865
178;1883
178;1923
178;2046
178;2119
178;2139
178;2140
178;2159
178;2188
178;2233
178;2807
179;302
179;303
179;304
179;305
179;552
179;553
179;554
179;1085
179;1086
179;1201
179;1214
179;1216
179;1342
179;1345
179;1346
179;1347
179;1565
179;1566
179;1567
179;1577
179;1606
179;1865
179;1883
179;1923
179;2046
179;2119
179;2139
179;2140
179;2159
179;2188
179;2233
179;2808
180;302
180;303
180;304
180;305
180;552
180;553
180;554
180;1085
180;1086
180;1201
180;1214
180;1216
180;1218
180;1342
180;1345
180;1346
180;1347
180;1565
180;1566
180;1567
180;1577
180;1606
180;1865
180;1883
180;1923
180;2046
